position,channel_id,channel_title,video_id,published_at,published_at_sql,year,month,day,video_title,video_description,tags,video_category_label,topic_categories,duration_sec,definition,caption,default_language,default_l_audio_language,thumbnail_maxres,licensed_content,location_description,view_count,like_count,favorite_count,comment_count,controversy,clicks,body_politics
273,UCjV2AMFdcpUC4VZSq7yQYbg,Peppers Echo,TISyKj5e3jQ,2020-09-11T10:22:13Z,2020-09-11 10:22:13,2020,9,11,EFF Kick Clicks,How the EFF behave like hooligan children to get attention for an unacceptable ad that Clicks Pharmacies put out... EMAIL: peprsecho@gmail.com Renaldo Gouws: https://www.youtube.com/user/R3NDI3R Morning Shot: https://www.youtube.com/user/87rcab Jerm Warfare: https://www.youtube.com/channel/UCWYQBDEWYoNCCr-MXIPd4yw Chris Wyatt: https://www.youtube.com/user/wmwchris EFF Clicks Source links https://www.dailymaverick.co.za/article/2020-09-07-eff-members-attack-clicks-stores-after-hair-advert-causes-outrage/ https://www.businesslive.co.za/bd/national/2020-09-07-seven-clicks-stores-damaged-as-eff-protests-against-inflammatory-advert/ https://www.iol.co.za/news/pics-445-clicks-stores-closed-as-eff-vows-to-continue-protests-f216549e-5f36-4a2f-86bd-0f1b39d8c82b https://www.businesslive.co.za/fm/opinion/2020-09-08-bruce-whitfield-the-effs-misplaced-clicks-rage/ https://www.iol.co.za/news/south-africa/gauteng/hammer-wielding-protesters-break-glass-doors-set-fire-and-trash-clicks-store-in-alberton-c3a18c45-d049-4bcf-aac8-4b135296,na,News & Politics,"Politics,Society",1788,hd,FALSE,na,en,https://i.ytimg.com/vi/TISyKj5e3jQ/maxresdefault.jpg,na,na,23,1,0,0,yes,yes,yes
275,UCWho033AQPa1aJkmVCr8UlQ,Sinethemba Nzimande,0HoHyfIVt-M,2020-09-07T10:28:25Z,2020-09-07 10:28:25,2020,9,7,Julius Malema vs Clicks CEO. EFF shutdown CLICKS stores Nation wide,Julius Malema says #Clicks Mall of the North committed to closed down for the whole week. PM #EFF. CIC Julius Malema says the day of @Shoprite_SA and @CheckersSA will come but today it’s @Clicks_SA day 😂😂😂😂😂 #ClicksMustFall #Clicks #juliusmalema #malema #Juju #SABC_NEWS #ENCA,na,People & Blogs,Society,247,sd,FALSE,na,en,na,na,na,1441,14,0,0,yes,yes,yes
276,UCWGHnEsby7LeFneb3olsE3g,emzi info,gCGlny-t94Y,2020-09-08T09:57:22Z,2020-09-08 9:57:22,2020,9,8,Julius malema speaks about clicks must close | clicks store remain close,"for more videos subscribe and press the bell icon. #clicksstoreclose #EFFprotest julius malema, julius malema 2020, julius malema interview, julius malema funny moments, julius malema vbs, julius malema interview judge, julius malema in parliament, julius malema 2020 latest, julius malema on george floyd, julius malema on coronavirus, julius malema on alcohol, julias malema black lives matter, best of julius malema, julius malema corona, julius malema cars, julias malema women's day, julius malema on truck drivers, julius malema youth day, dr malema, julius malema public engagement, julius malema father, julias malema george floyd, julius malema live stream, julius malema on zimbabwe, julius malema house, julius malema house and cars, julius malema interviews, julius malema in parliament 2020, julias malema i'm in charge, julius malema interview today, julius malema interrogation, julius malema june 16, julius malema july 2020, julius malema 25 june 2020, julius malema 16 june 2020, j malema, julius malema,julius malema 2020,julius malema interview,julius malema funny moments,eff protest for george floyd,eff protest march today,eff protest in cape town,protest about clicks store,clicks store,EFF protest about racism,julius malema speaks,julius malema studies,malema julius today,julius malema press,julius malema today,EFF fighting with enca reporter,clicks hair advertise,clicks hair racist advertise reaction,what clicks advertise wrong malema sello julius, julius malema latest, julius malema live, julius malema latest news, julius malema lifestyle, julius malema latest videos, julius malema on lockdown, julias malema moments, julias malema on mnangagwa, malema julius, malema julius today, julius malema news, malema julius news, julius malema on vbs, julias malema on zimbabwe, julias malema on black lives matter, julias malema on zanu pf, julius malema q&a, julius malema speech, julius malema song, julius malema singing, julias malema speeches, julius malema speech today, is julius malema sick, is julius malema from ethiopia, is julius malema father from zimbabwe, is julius malema a zimbabwean, is julius malema from zimbabwe, is julius malema married, is julius malema's father a zimbabwean, is julius malema going back to anc, julius malema today, julius malema truck drivers, julius malema videos, julius malema vs journalist, julius malema wife, julius malema yesterday, julius malema youtube, julius malema with 5 journalists eff protest songs, eff protest for george floyd, eff protest at us embassy, eff protest at free state university, eff protest march today, eff protest in cape town, eff protests today, eff protest in sandton today, eff protest sandton, eff h&m protest, jeff protest, jeff wittek shot protest, jeff bezos protest, jeff bezos house protest, protest against jeff bezos, jeff bezos protestors, jeff shot at protest, jeff favignano protest, eff protest us embassy julius malema speaks, julius malema studies, julius malema 2019, malema julius today, julius malema fighting in parliament","julius malema,julius malema 2020,julius malema interview,julius malema funny moments,eff protest for george floyd,eff protest march today,eff protest in cape town,protest about clicks store,clicks store,EFF protest about racism,julius malema speaks,julius malema studies,malema julius today,julius malema press,julius malema today,EFF fighting with enca reporter,clicks hair advertise,clicks hair racist advertise reaction,what clicks advertise wrong",Entertainment,Society,356,sd,FALSE,na,na,https://i.ytimg.com/vi/gCGlny-t94Y/maxresdefault.jpg,na,na,81,0,0,0,yes,yes,yes
277,UC0nw-rTazuLFkTDZSo5DVRQ,praag,xrTxn0XGOL8,2020-09-10T15:01:37Z,2020-09-10 15:01:37,2020,9,10,Dan Roodt: Clicks en die Malemamafia,"Die Clicks-debakel rondom 'n haaradvertensie is deur die EFF aangegryp om sy mag te laat geld. Daarvoor het Julius Malema tipiese mafiategnieke aangewend: óf jy betaal my beskermingsgeld, óf ek verwoes jou winkel of restaurant. Ondersteun Dan Roodt en dié kanaal! Patreon: https://www.patreon.com/danroodt PayPal: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=85LKY3FFCD5PG&source=url Om ons bankbesonderhede in ZAR, USD of EUR, te ontvang e-pos asb. na inlig[by]praag.org. Vir 'n debietorder, teken in by http://praag.co.za/?page_id=19181 Dankie!","Julius Malema,Clicks,TRESemmé,Unilever,Checkers,Shoprite,Pick n Pay,hare,advertensie",News & Politics,Society,684,hd,FALSE,na,af,https://i.ytimg.com/vi/xrTxn0XGOL8/maxresdefault.jpg,1,na,11973,607,0,96,yes,yes,yes
278,UCIB_AGt9TwWOYZ8D3u-XejA,Vindic8,H30mfrehrf8,2020-09-14T02:20:08Z,2020-09-14 2:20:08,2020,9,14,"Clicks, JSE, FSCA, SAHRC EFF EPIC FAIL",South Africa's Current affairs. Topics of the day; Clicks JSE FSCA SAHRC EFF,"ANC,South Africa,News,Current Affaris,Clicks,Racism,DA,Epic Fails,SAHRC,JSE,FSCA,Mzansi,BEE,BBBEE,Youth",People & Blogs,"Politics,Society",3045,sd,FALSE,na,na,https://i.ytimg.com/vi/H30mfrehrf8/maxresdefault.jpg,na,na,280,32,0,6,yes,yes,yes
282,UCyUGkZZkh-TLTqAMokupeyQ,Azana Jezile,SSj5wOh3hD8,2021-12-21T01:07:09Z,2021-12-21 1:07:09,2021,12,21,Zinc and Castor oil for dark spots review| Does it work?,"Hey loves 😄 Welcome back to another video in today’s video I am doing a review on the Zinc and Castor oil for dark spots I am testing if this works ? If you interested to see then watch until the end to see my results. Don’t forget to like, comment and most importantly subscribe for more weekly videos. Catch up on my other videos below ⬇️ Vlogmas-Daughters graduation,Meet my mom,cooking… https://youtu.be/inVCJvEo4Do How to design your dream marriage today ?| Azana Jezile https://youtu.be/bSw3D1v2FfA VLOGMAS -A black Christmas| Christmas clothes, 7 colours, Choice Assorted biscuits.. https://youtu.be/ADP5mt6HiZ0 Contact Me 📱 ⬇️ Email for collaborations and PR ; jezileazana0@gmail.com Instagram; https://www.instagram.com/azana_jezile/ Ticktok: www.tiktok.com/@azanajezile #zincandcastoroilfordarkspots#zincandcastoroil#skin","Azana Jezile,How to get rid of dark spots on your face,How to remove dark spots from face at home,Zinc and Castor oil for dark spots,Zinc and Castor oil for dark spots review does it work ?,Zinc and Castor oil for dark spots review does it work ? Azana Jezile,Zinc and castor oil cream for face,how to get rid of dark spots,how to get rid of dark spots on your face naturally,how to remove dark spots,lukha and aza,remove dark spots,south african youtuber",Howto & Style,Lifestyle_(sociology),626,hd,FALSE,na,en-US,https://i.ytimg.com/vi/SSj5wOh3hD8/maxresdefault.jpg,1,na,65647,755,0,64,no,no,yes
283,UCu2aVpVqxAQ-_MVvbtjd8Pg,FATIMAH ORIOLA,VVgoac1T17A,2023-03-16T18:11:36Z,2023-03-16 18:11:36,2023,3,16,"Black dolls, Black hair and the Backlash - Hidden facts behind 'Racist' Clicks (Tresemme) Advert",#black #white #blackandwhite #dolls #clicksadvert #blackhair #unilever #congogenocide #representationmatters #productpackaging #segregation #blackhistory,na,People & Blogs,Society,615,hd,FALSE,na,na,https://i.ytimg.com/vi/VVgoac1T17A/maxresdefault.jpg,na,na,332,15,0,6,yes,yes,yes
284,UCNfzYHXZo-g9bkdAzWFQJCg,Gemini Baby,9qCWy63FADE,2020-07-05T10:00:14Z,2020-07-05 10:00:14,2020,7,5,WASHDAY FOR MY NATURAL 4C/4B HAIR(2020),"#roadto300subscriber #swaziyoutuber #smallyoutuber #washday Hey guys!! On this weeks' video i will be sharing with you guys my wash day for my natural 4c/4b hair. On this specific wash day i will be specifically concentrating on replenishing my high porosity natural 4c/4b hair of its proteins and oils. If you are interested in knowing all the steps i take and the natural hair products i use on this specific wash day and why i use these natural hair products, please do stay tuned as i believe this video can be very informative for other beautiful natural 4c/4b queens still learning about their hair i appreciate you babies xoxo ***PRODUCTS USED*** 1. Pre-poo mixture -2 eggs -2 spoons of preferred natural oils 2. Afrobotanics Bantu Aloe Vera & Marula Oil Shampoo -retails at E49.99 at clicks 3. Palmer's Coconut Oil Deep Conditioning Protein Pack 60g -retails at E31.99 4. Coconut oil & Olive oil I AM STILL LEARNING SO CORRECTIONS/CRITIQUE AND SUGGESTIONS ARE MOST WELCOME CONCERNING EVERYTHING I SAY IN THIS VIDEO. ***MY OTHER VIDEOS*** Styling my faux locs|lazy days quarantine edition https://yout.be/vu2ANXs8EHs MY FIRST EVER YOUTUBE VIDEO-OFFICIAL|GET TO KNOW ME(KINDA) http://youtu.be/0g39UlsvCDo My First Ever YouTube video|Official dropping soon https://youtu.be/H24jc7nAIIM CORNROWING MY 4C/4B NATURAL HAIR(first time) https://youtu.be/ziHAAIFApEQ TAKING DOWN THREE MONTH OLD FAUX LOCS BRAIDS https://youtu.be/3GQ-HhqU6wg NEVER HAVE I EVER CHALLENGE(DIRTY EDITION) https://youtu.be/iEte3zHKaes VLOG https://youtu.be/BoyTexPHkjg ***CONNECT WITH ME*** Instagram : https://www.instagram.com/p/CAKuUfWIk Twitter : https://twitter.com/lwande_td/status/ Snapchat : lwandzi Email : lwandziledlamini16@gmail.com OR lwamani02@yahoo.com ***DISCLAIMER*** I DO NOT OWN ANY OF THE MUSIC USED IN THIS VIDEO. ALL RIGHTS BELONG TO THE ORIGINAL CREATORS AND OWNERS ***ABOUT ME & MY CHANNEL*** Hi guys. My name is Lwandzile Dlamini but since that name is a mouthful, i will be calling my YouTube channel ""Gemini Baby"" for now. I started a YouTube channel because i have wanted to start one for as long as i can remember. I wanted to share my journey with my natural 4b/4c hair, how i manage it and how i am learning to love it. I will also be posting VLOGS mainly showing you guys my interests, things i love doing, my favorite places(regardless of my introverted side, yes i go out lol) and to generally give you guys a bucket load of my weird/quirky personality which i am hoping will be entertaining for you guys. By tuning into my YouTube channel, you willl benefit tips on taking care of your 4b/4c hair. You'll see how i style and manipulate my stubborn natural hair. You will also see my favorite protective styles and me trying to do them myself(we'll just have to see how that goes)and me exploring new styles as well. You will also see me being human like everyone else with a dash of introverted,quirky and weird spices of course. I hope to make a playlist on me trying new things and hoping that filming and uploading this will make it worth your while on my YouTube channel ***REMEMBER!!*** SUBSCRIBE LIKE COMMENT SHARE Thanks Babies xoxo","wash day for my natural 4c/4b hair,wash day for my natural 4b/4c,wash day for my natural,wash day for my natural hair,wash day,4c/4b,4c,4b,natural hair,wash day routine,4c/4b natural hair",People & Blogs,Lifestyle_(sociology),1381,hd,FALSE,na,en-US,https://i.ytimg.com/vi/9qCWy63FADE/maxresdefault.jpg,na,na,435,69,0,20,no,yes,yes
285,UCNitZHqDsg6zG-a0RiKrgYw,DoRo Lungani,kP0i8ksZpnY,2020-09-07T15:42:51Z,2020-09-07 15:42:51,2020,9,7,EFF shutdown clicks over Racist Advert,Members of the EFF gathered at various Clicks stores this morning to shut down the outlets following a controversial advert. Clicks Group CEO Vikesh Ramsunder had issued an apology after concern was raised about the advert. Meanwhile the High Court has reportedly dismissed the retailer’s application to stop EFF protests.,"Clicks,Racist,EFF,Malema,CLicks shutdown",Comedy,Society,461,sd,FALSE,na,zu,https://i.ytimg.com/vi/kP0i8ksZpnY/maxresdefault.jpg,na,na,73,3,0,1,yes,yes,yes
288,UC7L_ne-4n6TRiEADsyKWZTg,VIRAL VIDZ RSA,vxv3p23Gzn4,2020-09-07T13:06:12Z,2020-09-07 13:06:12,2020,9,7,EFF members clash with eNCA cameraman outside Clicks in Goodwood. South Africa,EFF members clash with Enca cameraman outside Clicks in Goodwood after National Chairperson of EFF Veronica Mente asked Enca to leave,na,Comedy,Society,81,hd,FALSE,na,en,na,na,na,598,2,0,0,yes,yes,yes
290,UCaeNt8Ic8YSJ7dqtg6bLJeg,Trade with Free Money,BxkOLl5O7zg,2020-09-07T14:10:42Z,2020-09-07 14:10:42,2020,9,7,EFF Leader Julius Malema Shutting Down Clicks Mall of the North Limpopo,EFF Leader Julius Malema Shutting Down Clicks Mall of the North Limpopo,"2020,generations the legacy,generations the legacy 13 march 2020,generations the legacy 27 february 2020,generations the legacy latest episode,imbewu,may 2020,muvhango teasers,rhythm city,skeem saam,skeem sami,suidooster,teasers,eff,clicks hair advert,clicks ad",People & Blogs,"Politics,Society",70,hd,FALSE,na,na,https://i.ytimg.com/vi/BxkOLl5O7zg/maxresdefault.jpg,1,na,72,0,0,0,yes,yes,yes
291,UC7Zn__KZqh8QFA-PGnpJcOg,SamupertyZuluTV,uIzFJqYTiqE,2022-02-22T12:25:14Z,2022-02-22 12:25:14,2022,2,22,I Tried The Viral TIKTOK Handy Andy Dark Spots Lightening For 3 Days! Does it work?? Shocked,"Hello guys Yes it works but it burned my neck. Please don't forget to LIKE, COMMENT and SUBSCRIBE❤️ FOR PRODUCT REVIEWS, SPONSORSHIP AND ENQUIRIES PLEASE SEND AN EMAIL: bookingsamuperty@gmail.com Let's Connect on Instagram: https://www.instagram.com/samuperty_zulu/ Facebook: https://www.facebook.com/ZuluSamuperty/ TikTok: https://vm.tiktok.com/4aCnSe/ Twitter: https://mobile.twitter.com/Samuperty_zulu/ Thanks for Watching","Big Zulu,Mduduzi Ncube,Siya Ntuli - A Tribute to our Friend & Brother ( Lala Ngoxolo ),Highlights: Liverpool 6-0 Leeds Utd | Six of the best for emphatic Reds,Gravitas Plus | Explained: The Russia-Ukraine crisis,My Weight Loss Journey: Talking Self-Love & Body Transformation,Fireball after Russian missile hits airport in western Ukraine - BBC News,Russian Missiles,Air Strikes Hit Ukrainian Targets,Russia unleashes brutal military assault on Ukraine | WNT",Comedy,Lifestyle_(sociology),1112,hd,FALSE,na,na,https://i.ytimg.com/vi/uIzFJqYTiqE/maxresdefault.jpg,1,na,144836,3560,0,386,no,no,yes
292,UCmd643rdfZbegnAB6A6IziQ,Stepza's Entertainment Club,6QvSCLiDnn0,2020-09-07T20:13:48Z,2020-09-07 20:13:48,2020,9,7,WATCH EFF FIGHTING CLICKS FOR BEING RACIST!!!!,"The video shows how the fight between Clicks and EFF started and also what transpired afterwards! #JuliusMalema #EFF #Clicks #Racism BONUS MIXTAPE Dj Stepza – Welcoming Spring 2020 Download link - https://www.sendspace.com/file/g1aa61 PLAYLIST: 1. Vigro Deep ft Mhakeys – Phumelela 2. Semi Tee ft Senzo Afrika – dala 3. De Mthuda & Ntokzin ft Mkeyz – indaba zabantu 4. Kabza de Small ft vyno Miller – Dlala 5. Njelic ft De Mthuda, Ntokzin & Malumnator – tsotsi 6. Tyler ICU & Nicole Elocin ft Shasha, Myztro, Mas Musiq & Thakzin SA – my dali 7. Vigro Deep ft Khumz – nguwe 8. MFR Souls ft Major League, Kamo Mphela & Bontle Smith – amanikiniki 9. Njelic ft De Mthuda & Mkeyz – phanda 10. Kabza de Small ft Leehleza & Focalistic – dust 11. Semi Tee ft Krenko – njalo 12. Vigro Deep ft Thomas & Ash- Demcheezy – ebsuku 13. Busiswa ft Kamo Mphela – SBWL 14. Semi Tee ft Focalistic – reverse 15. Kabza de Small ft Madumane, Daliwonga & Nia Pearl – buyile 16. Vigro Deep ft Mhakeys – labofelo 17. Tyler ICU & Nicole Elocin ft Kabza de Small and Dj Maphorisa – Bella ciao 18. Kabza de Small ft Wizkid, Burna boy, Cassper Nyovest & Madumane – sponono 19. Njelic ft De Mthuda, Malumnator & Ntokzin – woza 20. Vigro Deep ft Thomas – chiefs ( Khama Billiat ) 21. Kaygee DaKing & Bizizi ft Mphow69 – hello summer 22. Semi Tee ft Tshepo – ndaba zakho 23. Njelic ft de Mthuda, Malumnator & Ntokzin – Messiah 24. Kabza de Small ft Kelvin & Kopzz Avenue – impilo 25. Semi Tee ft Kammu Dee & Njelic – styla 26. Kaygee & Bizizi – sendi location 27. Vigro Deep ft Rethabile – dream team 28. De Mthuda ft Kammu Dee, Njelic & Ntokzin – forbes 29. Focalistic ft Kabza de Small & Dj Maphorisa – ke busy 30. Vigro Deep ft Focalistic – blue Monday 31. Mphow69 ft Semi Tee, Kelvin Momo, Entity MisiQ & Msheke – abalali 32. Vigro Deep ft Bucie – mama 33. Semi Tee ft Xman – lockdown 34. Semi Tee ft Focalistic – Mercedes 35. Kaygee DaKing & Bizizi – unyaka ..............................THE...................END",na,People & Blogs,Society,1400,hd,FALSE,na,na,na,na,na,55,0,0,0,yes,yes,yes
293,UCpvN33iaDUxWG7wB3soBtGA,Tshepo Matseba APR,fvoGNoiNu4c,2020-09-07T14:50:31Z,2020-09-07 14:50:31,2020,9,7,Clicks Group's reputational risk - Racism in Advertising.,"MD of Reputation 1st Group, Tshepo Matseba unpacks the reputational risk faced by Clicks Group",na,People & Blogs,"Society,Television_program",462,hd,FALSE,na,en,na,na,na,620,2,0,0,yes,yes,yes
294,UC7L_ne-4n6TRiEADsyKWZTg,VIRAL VIDZ RSA,-Rqypb9b4qM,2020-09-06T16:18:06Z,2020-09-06 16:18:06,2020,9,6,The EFF threatens Clicks if they do not close stores tomorrow South Africa,The EFF is threatening Clicks if they do not close stores tomorrow South Africa,na,Comedy,"Politics,Society",116,sd,FALSE,na,en,na,na,na,48,1,0,0,yes,yes,yes
295,UCHSTgLswpJdPMPJcKN89bgQ,Ayanda Mafuyeka,6owbOnCkm8Q,2020-09-07T22:04:26Z,2020-09-07 22:04:26,2020,9,7,EFF VS Clicks,na,na,People & Blogs,"Politics,Society",1575,hd,FALSE,na,na,na,na,na,6,1,0,0,yes,yes,yes
299,UCIE97xi1He0-txR0vbTaGTg,Absolute Controversy,fqsQl5OcxIg,2020-09-09T14:38:28Z,2020-09-09 14:38:28,2020,9,9,Controversial Racist Ad - She Washes the Black Off of Him,"This controversial ad is accused of being racist. Shown in China, it shows a Black man being changed to a lighter Asian man. Their excuse? It was a copy of this Italian ad: https://youtu.be/9jOTJzCSUt0 What do you think? Racist? Or harmless detergent ad? Subscribe for more controversial videos.","Controversial ads,ads that make you think,crazy ads,interesting ads,wild ads,asian ads,black ads,controversial advertisements,controversial adverts",People & Blogs,Humour,108,hd,FALSE,na,na,na,na,na,102,5,0,0,yes,yes,yes
300,UCQgEO-et3Hf5KdtXOBY8Ouw,BANELE NOCUZE,gMrTsav01JE,2020-09-08T05:34:31Z,2020-09-08 5:34:31,2020,9,8,EFF destroys another Clicks store,na,na,People & Blogs,Society,143,hd,FALSE,na,na,https://i.ytimg.com/vi/gMrTsav01JE/maxresdefault.jpg,na,na,99,0,0,0,yes,yes,yes
304,UCM_hoDG_xxA2mAO9VpaI2kw,Dumisani Moiane,FNVlQiF9WVc,2020-09-07T09:41:34Z,2020-09-07 9:41:34,2020,9,7,Eff destroys clicks stores 😮😮 #eff #clicksmustfall,Clicks stores has been racists in their website about South African black womans hair comparing it with white womans hair.,na,People & Blogs,Society,16,sd,FALSE,na,na,na,na,na,38,2,0,1,yes,yes,yes
305,UC8Hw2uWwkGRIrWo4kYpdBQQ,Cooldude Clayton,H70Ap09U7Dk,2020-09-07T10:25:20Z,2020-09-07 10:25:20,2020,9,7,EFF Destroying & Boycotting Clicks Stores Across the Country compilations,Subscribe,na,News & Politics,Society,106,sd,FALSE,na,na,na,na,na,300,2,0,0,yes,yes,yes
306,UCMraJR9XyVMkD-W0Hy_VxgQ,vuzacast,gDM0PIKs7do,2020-09-07T11:38:15Z,2020-09-07 11:38:15,2020,9,7,Julius Malema And EFF Members Destroys And Locks CLICKS STORES | vuzacast.co.za,"Leader of EFF, Julius Malema true to his words has stormed CLICKS In Mall of North and shut it down after the insensitive and offensive racist advertisement they released on Friday. read more @ https://vuzacast.co.za/julius-malema-and-eff-members-destroys-and-locks-clicks-stores-video-photos/","Julius Malema,EFF,CLICKS",Entertainment,"Politics,Society",72,sd,FALSE,na,na,na,na,na,244,0,0,0,yes,yes,yes
307,UCVOAm4EqWSyqXOZX_CMgl9w,Lit News,PIIUw8KoP7U,2020-09-08T10:28:40Z,2020-09-08 10:28:40,2020,9,8,Julius Malema EFF Leader Calls On Clicks Stores To Close,#juliusmalema #eff #clicks #races,na,People & Blogs,"Politics,Society",66,hd,FALSE,na,en-GB,https://i.ytimg.com/vi/PIIUw8KoP7U/maxresdefault.jpg,na,na,19,4,0,0,yes,yes,yes
308,UCfcp0xfn2rr2CS-m7wJJBaw,Lindoh Shezi,_JJ_dNt6O-c,2020-09-07T10:14:15Z,2020-09-07 10:14:15,2020,9,7,Melanie Rice on why we should take action against clicks,I think she's spot on.,na,People & Blogs,"Politics,Society,Television_program",136,hd,FALSE,na,na,na,na,na,1671,46,0,0,yes,yes,yes
309,UCDp4zhhGaSQ4ZoCgikqV87w,Local Entertainment,eZp0IIe_YPc,2020-09-08T06:23:02Z,2020-09-08 6:23:02,2020,9,8,EFF members toyi-toying infront of Clicks store,"Please subscribe for more political, sports and entertainment videos",na,People & Blogs,Society,146,sd,FALSE,na,na,na,na,na,61,1,0,0,yes,yes,yes
310,UCq6akguHzmPR6dqIqhuUIAA,RECIPES FOR YOU,9FP93AVSm6Q,2022-03-22T17:35:47Z,2022-03-22 17:35:47,2022,3,22,"Put these ingredients in your shampoo,🍋 it accelerates hair growth and treats baldness","#تطويل_الشعر#Hair_lengthening#Recipesforyou Thick, healthy hair is a hallmark of the early period for both men and women, while hair loss causes stress and depression, and hair loss is due to many issues including changes in lifestyle, exposure to many pollutants in the environment, in addition to some of the health conditions that can cause hair loss, and luckily lemon is used in many products made commercially to treat hair loss. hair loss, like lemon juice, helps promote hair growth and the like, and the following points show the benefits of both lemon and its hair juice: It is considered a treatment for baldness in men and women, and treatment for fungus. It is a rich source of vitamin C, which stimulates blood circulation, reduces inflammation of the scalp, and restores hair growth. vitamin C is known as a beauty mineral because it is necessary for the formation of collagen; Which gives softness to the skin and durability to the hair, as it is found in hair keratin, which is one of the components of hair, and vitamin C is one of the most common minerals in the hair. body, which it needs to produce a sufficient amount of enzymes and proteins. It can be used to treat a type of hair loss called alopecia areata, according to a number of studies on bunions. The nutrients in lemon nourish the hair follicles, increase their volume and increase the shine and strength of the hair. lemon juice helps fight infections because bacterial infection of the scalp causes hair loss. Lemon juice, therefore, helps to maintain the health of the hair roots thanks to its antimicrobial and antibacterial properties. Lemon juice contains antioxidants that protect hair from free radicals; Which contribute to the aging process and lead to hair loss. Hair lemon juice prevents fungal infections of the scalp and opens the clogged pores of the hair follicles. Homemade herbal hair shampoo,🌿 it accelerates hair growth and treats baldness in one week","تطويل الشعر في اسبوع,lengthening hair in a week,hair lengthening tips malayalam,hair lengthening quickly,hair lengthening and thickening,hair lengthening home remedies,fast hair growth home remedies in tamil,fast hair growth home remedies in malayalam,fast hair growth home remedies in telugu,fast hair growth home remedies in kannada,fast hair growth home remedies in hindi,fast hair growth home remedies oil,fast hair growth home remedies methi",People & Blogs,"Health,Lifestyle_(sociology)",481,hd,TRUE,na,en-US,https://i.ytimg.com/vi/9FP93AVSm6Q/maxresdefault.jpg,1,na,8010269,105701,0,1202,no,no,yes
311,UCn-iROiEweOztzzo2USBvBg,NewsLiteSA,9BsH--_T0to,2020-09-07T07:43:37Z,2020-09-07 7:43:37,2020,9,7,EFF shutdown major Clicks stores,EFF shutdown major Clicks stores,na,News & Politics,"Politics,Society",86,hd,FALSE,na,na,https://i.ytimg.com/vi/9BsH--_T0to/maxresdefault.jpg,na,na,1299,2,0,1,yes,yes,yes
313,UC3xt8iErwaZw4v4ptA9YZaQ,Hidden Truth State of Decay South Africa,nDOYdITQsnM,2020-09-07T13:55:46Z,2020-09-07 13:55:46,2020,9,7,Eff Hooligans destroying Clicks - Queenstown,No Police insight!!!,na,People & Blogs,Society,27,hd,FALSE,na,en-GB,na,na,South Africa,151,4,0,2,yes,yes,yes
